rank,name,team,position,market_value_eur,age,source_url,list_source_url
76,Guillaume Restes,FC Toulouse,Goalkeeper,20000000,19,https://www.transfermarkt.com/guillaume-restes/profil/spieler/912902,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
77,Sindre Walle Egeli,FC Nordsjaelland,Right Winger,20000000,18,https://www.transfermarkt.com/sindre-walle-egeli/profil/spieler/923504,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
78,Veljko Milosavljevic,Red Star Belgrade,Centre-Back,20000000,17,https://www.transfermarkt.com/veljko-milosavljevic/profil/spieler/989112,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
79,Jérémy Jacquet,Stade Rennais FC,Centre-Back,20000000,19,https://www.transfermarkt.com/jeremy-jacquet/profil/spieler/1004301,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
80,Josh Acheampong,Chelsea FC,Centre-Back,20000000,18,https://www.transfermarkt.com/josh-acheampong/profil/spieler/1004708,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
81,William Gomes,FC Porto,Right Winger,20000000,18,https://www.transfermarkt.com/william-gomes/profil/spieler/1004725,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
82,Jaydee Canvot,FC Toulouse,Centre-Back,20000000,18,https://www.transfermarkt.com/jaydee-canvot/profil/spieler/1006411,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
83,Josh King,Fulham FC,Attacking Midfield,20000000,17,https://www.transfermarkt.com/josh-king/profil/spieler/1011131,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
84,Karim Coulibaly,SV Werder Bremen U19,Centre-Back,20000000,17,https://www.transfermarkt.com/karim-coulibaly/profil/spieler/1084638,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
85,Max Dowman,Arsenal FC U18,Right Winger,20000000,15,https://www.transfermarkt.com/max-dowman/profil/spieler/1187629,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
86,Kennet Eichhorn,Hertha BSC U19,Defensive Midfield,20000000,15,https://www.transfermarkt.com/kennet-eichhorn/profil/spieler/1214123,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
87,Ben Gannon-Doak,Middlesbrough FC,Right Winger,18000000,19,https://www.transfermarkt.com/ben-gannon-doak/profil/spieler/719673,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
88,Álex Jiménez,AC Milan,Right-Back,18000000,19,https://www.transfermarkt.com/alex-jimenez/profil/spieler/741257,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
89,El Chadaille Bitshiabu,RB Leipzig,Centre-Back,18000000,19,https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
90,Ezechiel Banzuzi,Oud-Heverlee Leuven,Central Midfield,18000000,19,https://www.transfermarkt.com/ezechiel-banzuzi/profil/spieler/865682,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
91,Davide Bartesaghi,AC Milan,Left-Back,18000000,19,https://www.transfermarkt.com/davide-bartesaghi/profil/spieler/887638,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
92,Paul Wanner,1.FC Heidenheim 1846,Attacking Midfield,18000000,19,https://www.transfermarkt.com/paul-wanner/profil/spieler/900909,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
93,Nathan Zézé,FC Nantes,Centre-Back,18000000,19,https://www.transfermarkt.com/nathan-zeze/profil/spieler/923832,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
94,Jacobo Ramón,Real Madrid,Centre-Back,18000000,19,https://www.transfermarkt.com/jacobo-ramon/profil/spieler/948278,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
95,Eliezer Mayenda,Sunderland AFC,Centre-Forward,18000000,19,https://www.transfermarkt.com/eliezer-mayenda/profil/spieler/967346,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
96,Luís Guilherme,West Ham United,Right Winger,18000000,18,https://www.transfermarkt.com/luis-guilherme/profil/spieler/991800,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
97,Claudio Echeverri,Manchester City,Attacking Midfield,18000000,18,https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
98,Mikey Moore,Tottenham Hotspur,Right Winger,18000000,17,https://www.transfermarkt.com/mikey-moore/profil/spieler/1011147,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
99,Nathan De Cat,RSCA Futures,Central Midfield,17000000,16,https://www.transfermarkt.com/nathan-de-cat/profil/spieler/1105541,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
100,Malick Yalcouyé,SK Sturm Graz,Central Midfield,17000000,19,https://www.transfermarkt.com/malick-yalcouye/profil/spieler/1178758,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=4
101,Yarek Gasiorowski,Valencia CF,Centre-Back,16000000,19,https://www.transfermarkt.com/yarek-gasiorowski/profil/spieler/895334,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
102,Yusuf Akçiçek,Fenerbahce,Centre-Back,16000000,18,https://www.transfermarkt.com/yusuf-akcicek/profil/spieler/1100642,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
103,Mika Godts,Ajax Amsterdam,Left Winger,15000000,19,https://www.transfermarkt.com/mika-godts/profil/spieler/748804,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
104,Aleksandar Stanković,FC Luzern,Defensive Midfield,15000000,19,https://www.transfermarkt.com/aleksandar-stankovic/profil/spieler/780136,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
105,Nelson Weiper,1.FSV Mainz 05,Centre-Forward,15000000,19,https://www.transfermarkt.com/nelson-weiper/profil/spieler/796213,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
106,Mike Penders,KRC Genk,Goalkeeper,15000000,19,https://www.transfermarkt.com/mike-penders/profil/spieler/834397,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
107,Sverre Nypan,Rosenborg BK,Central Midfield,15000000,18,https://www.transfermarkt.com/sverre-nypan/profil/spieler/911736,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
108,Jeanuël Belocian,Bayer 04 Leverkusen,Centre-Back,15000000,19,https://www.transfermarkt.com/jeanuel-belocian/profil/spieler/919515,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
109,Valentin Atangana,Stade Reims,Central Midfield,15000000,19,https://www.transfermarkt.com/valentin-atangana/profil/spieler/923759,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
110,Noahkai Banks,FC Augsburg,Centre-Back,15000000,18,https://www.transfermarkt.com/noahkai-banks/profil/spieler/923945,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
111,Chema Andrés,Real Madrid,Defensive Midfield,15000000,19,https://www.transfermarkt.com/chema-andres/profil/spieler/948279,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
112,Andrija Maksimovic,Red Star Belgrade,Attacking Midfield,15000000,17,https://www.transfermarkt.com/andrija-maksimovic/profil/spieler/952779,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
113,João Simões,Sporting CP,Central Midfield,15000000,17,https://www.transfermarkt.com/joao-simoes/profil/spieler/958937,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
114,Rodrigo Mendoza,Elche CF,Central Midfield,15000000,19,https://www.transfermarkt.com/rodrigo-mendoza/profil/spieler/961297,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
115,Joaquin Seys,Club Brugge KV,Left-Back,15000000,19,https://www.transfermarkt.com/joaquin-seys/profil/spieler/981196,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
116,Pedro,Zenit St. Petersburg,Left Winger,15000000,18,https://www.transfermarkt.com/pedro/profil/spieler/1004741,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
117,George Ilenikhena,AS Monaco,Centre-Forward,15000000,18,https://www.transfermarkt.com/george-ilenikhena/profil/spieler/1004834,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
118,Christian Mawissa,AS Monaco,Centre-Back,15000000,19,https://www.transfermarkt.com/christian-mawissa/profil/spieler/1005240,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
119,Francesco Camarda,AC Milan,Centre-Forward,15000000,16,https://www.transfermarkt.com/francesco-camarda/profil/spieler/1058368,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
120,Joane Gadou,Red Bull Salzburg,Centre-Back,15000000,17,https://www.transfermarkt.com/joane-gadou/profil/spieler/1075577,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
121,Rio Ngumoha,Liverpool FC U18,Left Winger,15000000,16,https://www.transfermarkt.com/rio-ngumoha/profil/spieler/1108466,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
122,Kauã Elias,Shakhtar Donetsk,Centre-Forward,15000000,18,https://www.transfermarkt.com/kaua-elias/profil/spieler/1119009,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
123,Semih Kılıçsoy,Besiktas JK,Centre-Forward,14000000,19,https://www.transfermarkt.com/semih-kilicsoy/profil/spieler/875334,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
124,Breno Bidon,Sport Club Corinthians Paulista,Central Midfield,14000000,19,https://www.transfermarkt.com/breno-bidon/profil/spieler/1029227,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
125,Jair Cunha,Botafogo de Futebol e Regatas,Centre-Back,13000000,19,https://www.transfermarkt.com/jair-cunha/profil/spieler/984096,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=5
126,Mert Kömür,FC Augsburg,Attacking Midfield,12000000,19,https://www.transfermarkt.com/mert-komur/profil/spieler/777005,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
127,Valentín Carboni,Inter Milan,Attacking Midfield,12000000,19,https://www.transfermarkt.com/valentin-carboni/profil/spieler/787618,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
128,Bence Dárdai,VfL Wolfsburg,Attacking Midfield,12000000,18,https://www.transfermarkt.com/bence-dardai/profil/spieler/789252,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
129,Jan-Carlo Simić,RSC Anderlecht,Centre-Back,12000000,19,https://www.transfermarkt.com/jan-carlo-simic/profil/spieler/800948,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
130,Lucas Høgsberg,FC Nordsjaelland,Centre-Back,12000000,18,https://www.transfermarkt.com/lucas-hogsberg/profil/spieler/926978,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
131,Martim Fernandes,FC Porto,Right-Back,12000000,18,https://www.transfermarkt.com/martim-fernandes/profil/spieler/935480,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
132,Héctor Fort,FC Barcelona,Right-Back,12000000,18,https://www.transfermarkt.com/hector-fort/profil/spieler/937955,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
133,Marc Guiu,Chelsea FC,Centre-Forward,12000000,18,https://www.transfermarkt.com/marc-guiu/profil/spieler/938158,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
134,Romain Esse,Crystal Palace,Right Winger,12000000,19,https://www.transfermarkt.com/romain-esse/profil/spieler/967319,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
135,Gianluca Prestianni,SL Benfica,Right Winger,12000000,18,https://www.transfermarkt.com/gianluca-prestianni/profil/spieler/1000674,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
136,Gabriel Carvalho,Sport Club Internacional,Right Winger,12000000,17,https://www.transfermarkt.com/gabriel-carvalho/profil/spieler/1089144,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
137,Aarón Anselmino,Chelsea FC,Centre-Back,12000000,19,https://www.transfermarkt.com/aaron-anselmino/profil/spieler/1145504,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
138,Oskar Pietuszewski,Jagiellonia Bialystok,Left Winger,12000000,16,https://www.transfermarkt.com/oskar-pietuszewski/profil/spieler/1162012,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
139,Tylel Tati,FC Nantes B,Centre-Back,12000000,16,https://www.transfermarkt.com/tylel-tati/profil/spieler/1241207,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
140,Jan Virgili,FC Barcelona Atlètic,Left Winger,12000000,18,https://www.transfermarkt.com/jan-virgili/profil/spieler/1301775,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
141,Lorran,CR Flamengo,Attacking Midfield,11000000,18,https://www.transfermarkt.com/lorran/profil/spieler/1009030,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
142,Roony Bardghji,FC Copenhagen,Right Winger,10000000,19,https://www.transfermarkt.com/roony-bardghji/profil/spieler/792331,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
143,Kosta Nedeljkovic,Aston Villa,Right-Back,10000000,19,https://www.transfermarkt.com/kosta-nedeljkovic/profil/spieler/848682,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
144,Tommy Watson,Sunderland AFC,Left Winger,10000000,18,https://www.transfermarkt.com/tommy-watson/profil/spieler/933018,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
145,Pablo García,Real Betis Balompié,Right Winger,10000000,18,https://www.transfermarkt.com/pablo-garcia/profil/spieler/961087,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
146,Niccolò Fortini,SS Juve Stabia,Left-Back,10000000,18,https://www.transfermarkt.com/niccolo-fortini/profil/spieler/984964,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
147,Mathis Amougou,Chelsea FC,Central Midfield,10000000,18,https://www.transfermarkt.com/mathis-amougou/profil/spieler/1010854,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
148,Marc Bernal,FC Barcelona,Central Midfield,10000000,17,https://www.transfermarkt.com/marc-bernal/profil/spieler/1018920,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
149,Jon Martín,Real Sociedad,Centre-Back,10000000,18,https://www.transfermarkt.com/jon-martin/profil/spieler/1018938,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
150,Kendry Páez,RC Strasbourg Alsace,Attacking Midfield,10000000,17,https://www.transfermarkt.com/kendry-paez/profil/spieler/1052439,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=6
151,Dro Fernández,FC Barcelona UEFA U19,Attacking Midfield,10000000,16,https://www.transfermarkt.com/dro-fernandez/profil/spieler/1071596,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
